Date,Close/Last,Open,High,Low,LastClose,DailyRise,DailyRiseRate,DailyReturn,TotalReturn,DailyRippleRange,DailyRippleRadio,DailyK,MA5,MA15,MA30,EWMA,MACD,K,D,J,rs,rsi,MAD
2020-04-20,1.0028,1.0039,1.0033,1.0019,1.0033,-0.000500000000000167,-0.0004983554270907674,,0.0010981331736047506,0.0014000000000000679,1.0013973450444156,0.0013953951958537503,1.0032800000000024,1.003179999999997,1.0040000000000002,1.0032650280607809,6.331809034529465e-05,31.911296963284574,39.55314325788255,16.62760437408862,0.8625818472604995,46.311084182914804,0.00041600000000006074
2020-04-19,1.0033,1.0032,1.0049,1.0025,1.003,0.000300000000000189,0.0002991026919244158,1.0004986039090549,0.0015972846161525864,0.0023999999999999577,1.0023940149625934,0.0023928215353937765,1.0037000000000025,1.0032999999999972,1.00405,1.0034975420911714,0.0001489979046551905,37.639672717655166,43.374066405181544,26.170885342602404,0.9136389860430885,47.743539544637834,0.0007200000000000095
2020-04-18,1.003,1.0042,1.0037,1.002,1.0043,-0.0013000000000000789,-0.0012944339340835197,1.000199441563622,0.0012977937506237964,0.0017000000000000348,1.0016966067864272,0.0016927212984168423,1.0039000000000022,1.0034333333333305,1.0040433333333334,1.0035963131367571,0.0001851705297457873,41.343230006714286,46.24126324894473,31.547163522253385,0.8806611065882608,46.827208980031656,0.0007200000000000095
2020-04-17,1.0043,1.0033,1.0054,1.0025,1.003,0.0013000000000000789,0.0012961116650050638,1.001495811727164,0.0025955875012478144,0.0029000000000001247,1.0028927680798005,0.002891326021934322,1.0040200000000024,1.0035399999999972,1.0040566666666668,1.0038944697051357,0.0003027822394092508,50.38693803332845,48.69027987005996,53.780254359865424,1.015401546491431,50.382096225892134,0.0005759999999999544
2020-04-16,1.003,1.0052,1.0036,1.0026,1.0049,-0.0019000000000000128,-0.0018907353965568843,1.0001994415636217,0.0012977937506237964,0.001000000000000112,1.0009974067424696,0.0009951238929247807,1.0037400000000023,1.0034866666666642,1.0041366666666667,1.0036917045577036,0.00021534485657789988,47.80262927221517,47.84195078842572,47.72398623979407,0.8733308659183586,46.6191467725712,0.0006880000000000219
2020-04-15,1.0049,1.0043,1.0063,1.0026,1.0043,0.0005999999999999339,0.000597431046499984,1.0020941364180294,0.0031945692323049513,0.0037000000000000366,1.0036904049471376,0.003684158120083677,1.0039200000000021,1.0036266666666642,1.0042866666666668,1.0040375568365556,0.00033862948360951573,58.370610574990735,47.861611546531,79.3886086319102,1.081939930402475,51.967874509872026,0.0005440000000000112
2020-04-14,1.0043,1.0038,1.0056,1.0023,1.0036,0.0006999999999999229,0.0006974890394578745,1.001495811727164,0.0025955875012478144,0.0033000000000000806,1.003292427416941,0.003288162614587565,1.0035200000000022,1.0036533333333308,1.00485,1.0036063352548334,0.00013694712977643212,51.281406058565516,42.60711203230114,68.62999411109426,1.0118965122130583,50.295654178553455,0.000496000000000052
2020-04-13,1.0036,1.003,1.0044,1.0031,1.0029,0.000700000000000145,0.0006979758699772111,1.0007977662544876,0.0018967754816811547,0.0012999999999998568,1.0012959824543912,0.001296240901385838,1.0032000000000023,1.0037266666666642,1.00485,1.0032595028822504,-5.601500308388728e-05,41.694836360576566,38.26996501916895,48.54457904339179,0.9360161425078568,48.34753811997506,0.00044000000000008475
2020-04-12,1.0029,1.0039,1.0044,1.0023,1.0039,-0.001000000000000112,-0.0009961151509115568,1.000099720781811,0.0011979634621142735,0.0020999999999999908,1.002095181083508,0.002091841816914026,1.0028800000000024,1.0038799999999977,1.0049100000000002,1.0030892543233756,-0.00019806414271787763,37.54225454086485,36.557529348465145,39.51170492566426,0.8655557992101474,46.3966716823272,0.00042399999999997995
2020-04-11,1.0039,1.0029,1.0045,1.0027,1.0029,0.001000000000000112,0.0009971083856816353,1.0010969285999205,0.0021962663472097233,0.0018000000000000238,1.001795153086666,0.0017947950942267664,1.0027000000000021,1.0040066666666643,1.0050466666666669,1.0031838814850633,-0.0002472071333096378,38.96644303578865,36.06516675226529,44.768995602835375,0.9547987390170465,48.84383849649702,0.0005599999999999827
2020-04-10,1.0029,1.0026,1.0031,1.0024,1.0027,0.00019999999999997797,0.00019946145407397824,1.000099720781811,0.0011979634621142735,0.000700000000000145,1.0006983240223466,0.0006981150892591453,1.0023400000000025,1.0039999999999976,1.0057233333333335,1.002825822227595,-0.000490914496507681,30.89864414551994,34.61452861050361,23.46687521555259,0.859058586640935,46.2093337355837,0.00036799999999992394
2020-04-09,1.0027,1.0025,1.003,1.0018,1.002,0.0006999999999999229,0.0006986027944111007,0.9999002792181891,0.000998302885095228,0.0011999999999998678,1.001197843881014,0.0011976047904190298,1.0026800000000022,1.004173333333331,1.0058533333333335,1.0027887333413925,-0.0006182838824725276,29.001027442771278,36.47247084299545,14.05814064232294,0.8412782726282325,45.68990386376501,0.0007759999999999767
2020-04-08,1.002,1.002,1.0026,1.0018,1.002,0.0,0.0,0.9992022337455128,0.0002994908655285684,0.0007999999999999119,1.0007985625873428,0.0007984031936126865,1.0032000000000023,1.0042999999999978,1.0059500000000001,1.002833100012089,-0.000714082836103763,28.195418715178718,40.208192543107536,4.169871059321082,0.7834922520869495,43.93023020818553,0.0014000000000000234
